,Unnamed: 0,vendor,cost,distance,passengers
2306,2306,2,13.5,4.07,1
2307,2307,2,6.5,1.27,1
2308,2308,2,9.0,1.63,1
2309,2309,1,11.0,2.6,1
2310,2310,2,8.0,1.72,1
2311,2311,2,11.0,2.33,1
2312,2312,2,5.5,1.0,1
2313,2313,2,6.5,1.19,1
2314,2314,1,5.0,0.6,1
2315,2315,2,30.5,8.53,1
2316,2316,2,-3.0,0.03,2
2317,2317,2,5.5,0.82,1
2318,2318,2,4.0,0.47,1
2319,2319,1,9.5,2.1,1
2320,2320,2,17.0,5.16,1
2321,2321,2,12.0,2.7,1
2322,2322,1,15.0,4.2,1
2323,2323,2,21.5,4.3,1
2324,2324,2,5.5,0.65,1
2325,2325,2,13.0,2.61,1
2326,2326,2,27.5,8.54,1
2327,2327,2,10.0,2.06,1
2328,2328,1,14.0,3.5,1
2329,2329,2,4.5,0.88,6
2330,2330,2,9.5,2.01,1
2331,2331,2,10.5,2.05,1
2332,2332,2,5.5,1.12,1
2333,2333,2,11.0,2.11,6
2334,2334,2,12.0,2.66,1
2335,2335,2,27.5,9.68,1
2336,2336,2,11.0,2.48,1
2337,2337,1,13.0,2.8,1
2338,2338,2,25.5,6.71,1
2339,2339,2,17.0,4.26,1
2340,2340,2,4.0,0.39,1
2341,2341,2,6.5,1.2,1
2342,2342,1,22.5,6.9,1
2343,2343,2,8.0,1.47,1
2344,2344,1,11.5,2.7,1
2345,2345,2,6.0,1.45,1
2346,2346,2,6.0,0.71,1
2347,2347,1,10.5,2.4,1
2348,2348,2,25.0,0.0,1
2349,2349,1,9.0,1.8,1
2350,2350,1,5.0,0.6,1
2351,2351,1,11.5,2.6,1
2352,2352,2,6.0,0.95,1
2353,2353,1,20.0,4.6,2
2354,2354,2,7.5,1.71,1
2355,2355,2,14.0,4.4,1
2356,2356,2,19.0,4.37,2
2357,2357,2,4.0,0.46,1
2358,2358,1,6.0,1.1,2
2359,2359,1,22.5,7.2,1
2360,2360,2,6.0,0.82,1
2361,2361,1,7.0,1.3,1
2362,2362,2,14.0,3.29,1
2363,2363,2,9.5,0.86,1
2364,2364,2,19.5,6.41,1
2365,2365,2,7.0,1.27,2
2366,2366,2,23.5,5.92,1
2367,2367,2,9.0,1.9,1
2368,2368,2,9.0,1.62,1
2369,2369,2,23.0,7.81,5
2370,2370,2,7.0,1.25,1
2371,2371,2,3.0,0.14,1
2372,2372,2,9.0,1.98,1
2373,2373,2,22.5,6.16,1
2374,2374,2,6.5,1.02,1
2375,2375,2,14.0,3.89,1
2376,2376,2,9.0,1.12,1
2377,2377,2,4.5,0.4,1
2378,2378,1,15.5,4.3,1
2379,2379,2,12.0,2.61,6
2380,2380,2,7.5,1.36,1
2381,2381,2,4.5,0.41,1
2382,2382,2,5.0,0.74,2
2383,2383,2,17.5,4.97,1
2384,2384,2,7.0,1.36,1
2385,2385,1,13.5,3.5,1
2386,2386,2,15.5,2.44,1
2387,2387,2,8.5,2.21,5
2388,2388,2,14.0,3.69,1
2389,2389,2,10.0,2.05,1
2390,2390,1,0.0,4.0,1
2391,2391,1,20.5,6.6,1
2392,2392,1,7.5,2.1,1
2393,2393,2,9.5,2.38,1
2394,2394,2,8.0,1.53,1
2395,2395,2,48.5,13.3,5
2396,2396,2,10.0,2.16,1
2397,2397,2,10.5,2.68,1
2398,2398,2,4.5,0.67,1
2399,2399,1,13.0,3.5,2
2400,2400,2,30.5,8.25,1
2401,2401,2,6.5,1.21,1
2402,2402,2,14.0,2.66,4
2403,2403,2,7.0,0.0,1
2404,2404,2,6.5,0.93,1
2405,2405,2,6.0,1.02,1
2406,2406,1,10.0,2.1,1
2407,2407,2,6.5,1.08,5
2408,2408,1,6.5,1.1,1
2409,2409,2,3.5,0.36,1
2410,2410,2,8.0,1.66,1
2411,2411,2,5.5,0.79,1
2412,2412,2,7.5,1.2,1
2413,2413,1,13.0,2.8,2
2414,2414,1,8.5,1.0,1
2415,2415,1,8.0,1.5,1
2416,2416,2,7.0,0.0,1
2417,2417,2,7.5,1.64,1
2418,2418,2,4.0,0.45,1
2419,2419,2,6.0,1.31,1
2420,2420,2,-5.5,0.76,1
2421,2421,2,8.0,1.67,1
2422,2422,1,7.5,1.5,1
2423,2423,2,15.0,4.73,1
2424,2424,2,11.5,1.35,2
2425,2425,1,6.5,1.2,1
2426,2426,2,10.0,1.98,1
2427,2427,2,8.5,1.87,2
2428,2428,2,12.5,2.92,1
2429,2429,2,5.5,0.91,1
2430,2430,1,6.5,1.2,2
2431,2431,2,6.5,1.15,1
2432,2432,2,6.5,1.17,2
2433,2433,1,7.0,0.9,1
2434,2434,2,8.5,0.86,1
2435,2435,2,5.5,1.02,1
2436,2436,2,45.0,5.33,4
2437,2437,2,10.5,1.9,1
2438,2438,2,7.0,1.21,1
2439,2439,2,8.0,1.39,1
2440,2440,2,5.0,16.26,1
2441,2441,2,9.0,2.07,1
2442,2442,1,6.0,1.0,1
2443,2443,2,8.5,1.8,1
2444,2444,2,11.0,1.91,1
2445,2445,2,7.0,1.36,1
2446,2446,1,4.0,0.5,1
2447,2447,2,17.0,5.19,1
2448,2448,2,3.5,0.35,1
2449,2449,2,5.5,0.76,6
2450,2450,1,23.0,5.3,1
2451,2451,2,17.0,4.04,1
2452,2452,1,6.5,1.2,1
2453,2453,2,13.0,2.98,1
2454,2454,2,2.5,0.05,1
2455,2455,2,14.5,3.74,1
2456,2456,2,9.0,2.36,1
2457,2457,1,20.5,5.6,1
2458,2458,1,2.5,2.7,1
2459,2459,2,16.5,3.22,1
2460,2460,2,11.5,2.22,1
2461,2461,2,9.0,1.71,1
2462,2462,2,7.0,1.13,6
2463,2463,2,6.0,1.29,1
2464,2464,1,10.5,2.7,5
2465,2465,2,4.5,0.62,1
2466,2466,2,17.5,5.07,1
2467,2467,2,23.0,5.15,1
2468,2468,2,33.5,11.73,1
2469,2469,1,7.0,1.8,1
2470,2470,1,4.0,0.6,1
2471,2471,2,4.5,0.77,1
2472,2472,2,6.0,0.98,1
2473,2473,2,14.0,3.08,1
2474,2474,2,5.5,0.7,1
2475,2475,2,6.5,0.0,1
2476,2476,2,10.0,2.1,1
2477,2477,1,15.5,4.3,1
2478,2478,1,5.0,0.8,1
2479,2479,1,9.5,2.2,2
2480,2480,1,18.5,4.2,2
2481,2481,2,26.0,5.34,1
2482,2482,2,7.0,1.91,1
2483,2483,2,11.0,1.41,1
2484,2484,2,5.0,0.89,1
2485,2485,2,6.0,1.3,1
2486,2486,2,7.5,1.21,5
2487,2487,2,10.5,2.62,1
2488,2488,2,15.5,2.31,5
2489,2489,2,11.0,2.46,1
2490,2490,1,9.0,2.0,1
2491,2491,2,18.0,4.88,1
2492,2492,1,4.0,0.0,1
2493,2493,1,7.5,1.4,1
2494,2494,2,3.0,0.21,1
2495,2495,2,12.5,2.06,2
2496,2496,2,16.0,4.12,1
2497,2497,2,16.0,4.23,2
2498,2498,2,16.5,3.86,3
2499,2499,2,4.5,0.63,1
2500,2500,2,12.5,3.23,1
2501,2501,2,20.5,5.98,1
2502,2502,2,8.0,1.96,1
2503,2503,1,5.5,0.0,2
2504,2504,2,31.0,10.37,1
2505,2505,2,24.0,8.17,1
2506,2506,2,4.0,0.46,1
2507,2507,2,9.5,2.16,2
2508,2508,2,8.5,1.35,1
2509,2509,2,15.5,3.63,1
2510,2510,2,7.5,1.49,1
2511,2511,2,6.0,1.05,1
2512,2512,2,22.5,6.49,1
2513,2513,2,4.5,0.73,1
2514,2514,2,7.0,1.06,1
2515,2515,2,7.5,1.68,1
2516,2516,2,22.0,5.85,1
2517,2517,2,8.5,1.63,1
2518,2518,1,14.0,3.3,1
2519,2519,2,11.5,2.82,1
2520,2520,2,12.5,1.93,1
2521,2521,1,9.5,2.2,1
2522,2522,1,11.5,3.0,1
2523,2523,2,14.0,3.37,1
2524,2524,2,19.5,3.17,1
2525,2525,2,3.0,0.34,1
2526,2526,2,8.0,1.48,1
2527,2527,2,24.0,7.16,6
2528,2528,2,16.0,3.59,1
2529,2529,1,10.0,1.3,1
2530,2530,1,16.5,4.2,1
2531,2531,1,7.5,1.3,1
2532,2532,2,19.0,5.21,2
2533,2533,2,-5.5,0.76,1
2534,2534,2,8.5,1.68,1
2535,2535,2,9.0,2.01,1
2536,2536,2,14.0,3.53,1
2537,2537,2,6.0,1.04,1
2538,2538,2,7.0,0.88,1
2539,2539,2,6.5,1.5,1
2540,2540,2,5.0,0.72,1
2541,2541,2,8.0,0.65,1
2542,2542,2,10.0,2.25,1
2543,2543,2,8.0,1.72,1
2544,2544,2,9.5,2.03,1
2545,2545,2,16.5,3.76,1
2546,2546,2,5.5,0.0,1
2547,2547,2,5.0,0.79,1
2548,2548,2,8.0,1.92,1
2549,2549,1,8.5,1.4,1
2550,2550,1,4.0,0.5,1
2551,2551,2,8.5,1.69,1
2552,2552,2,24.5,8.27,5
2553,2553,2,8.0,1.49,1
2554,2554,1,4.5,0.6,1
2555,2555,2,4.5,0.56,1
2556,2556,2,11.5,2.01,1
2557,2557,2,9.0,1.81,1
2558,2558,2,14.0,3.19,1
2559,2559,2,9.0,1.56,1
2560,2560,2,7.5,1.81,1
2561,2561,2,8.0,1.26,1
2562,2562,2,5.0,0.67,1
2563,2563,2,19.5,5.55,1
2564,2564,2,7.0,1.09,1
2565,2565,2,5.0,0.76,1
2566,2566,2,5.0,0.66,1
2567,2567,2,8.0,1.43,1
2568,2568,1,20.0,5.6,1
2569,2569,2,5.5,0.85,2
2570,2570,2,29.0,9.18,1
2571,2571,2,7.5,1.2,1
2572,2572,2,9.5,2.2,1
2573,2573,2,9.5,2.57,1
2574,2574,2,4.0,0.42,1
2575,2575,2,31.0,9.19,1
2576,2576,2,8.5,2.11,1
2577,2577,2,9.0,2.1,2
2578,2578,2,12.5,3.27,1
2579,2579,1,4.0,0.5,1
2580,2580,2,9.5,1.74,2
2581,2581,2,10.5,2.39,1
2582,2582,1,11.0,2.2,1
2583,2583,2,11.5,2.14,1
2584,2584,1,17.0,4.9,1
2585,2585,2,6.5,1.06,1
2586,2586,2,5.0,0.82,2
2587,2587,2,15.0,5.05,1
2588,2588,2,9.0,2.27,1
2589,2589,2,6.0,0.92,1
2590,2590,2,6.5,1.0,1
2591,2591,2,8.5,1.22,1
2592,2592,2,4.5,0.63,6
2593,2593,2,8.0,1.22,1
2594,2594,2,7.0,1.57,1
2595,2595,2,7.5,1.55,1
2596,2596,2,35.5,12.17,1
2597,2597,2,12.0,2.61,1
2598,2598,2,15.0,3.12,2
2599,2599,1,4.5,0.9,1
2600,2600,2,4.5,0.57,1
2601,2601,2,5.0,0.72,1
2602,2602,2,5.5,1.1,5
2603,2603,2,7.0,1.27,1
2604,2604,2,6.0,1.23,1
2605,2605,1,34.0,10.7,1
2606,2606,2,28.5,8.23,1
2607,2607,2,7.5,1.37,5
2608,2608,2,13.5,3.38,1
2609,2609,2,27.0,7.93,1
2610,2610,2,7.5,1.68,1
2611,2611,2,16.0,4.16,1
2612,2612,2,20.0,6.19,2
2613,2613,1,12.0,3.2,1
2614,2614,2,29.0,7.69,1
2615,2615,2,12.5,2.66,1
2616,2616,2,4.5,0.81,1
2617,2617,2,15.5,4.38,1
2618,2618,2,6.5,1.47,1
2619,2619,2,46.0,15.17,3
2620,2620,2,19.5,4.01,1
2621,2621,2,15.5,4.59,1
2622,2622,2,4.0,0.65,1
2623,2623,1,6.5,1.1,1
2624,2624,2,7.0,0.66,1
2625,2625,2,6.0,0.97,1
2626,2626,2,11.0,3.02,3
2627,2627,1,7.0,1.3,1
2628,2628,2,10.0,2.31,1
2629,2629,2,6.0,1.0,1
2630,2630,2,36.0,10.55,1
2631,2631,2,2.5,0.01,1
2632,2632,1,5.0,0.7,1
2633,2633,2,6.5,1.12,6
2634,2634,2,65.0,0.0,1
2635,2635,2,20.5,5.66,1
2636,2636,2,4.5,0.76,1
2637,2637,2,9.0,2.24,1
2638,2638,2,6.0,0.84,1
2639,2639,2,5.5,0.86,5
2640,2640,2,17.5,4.44,3
2641,2641,1,6.5,1.0,1
2642,2642,1,39.0,9.3,1
2643,2643,2,15.5,3.83,1
2644,2644,2,6.0,1.03,1
2645,2645,2,15.0,4.67,2
2646,2646,2,32.5,8.18,1
2647,2647,2,24.0,3.76,1
2648,2648,2,24.0,7.45,1
2649,2649,2,7.0,1.37,1
2650,2650,2,12.0,2.74,1
2651,2651,2,30.5,9.56,1
2652,2652,2,6.0,1.14,1
2653,2653,2,36.0,8.09,1
2654,2654,2,11.5,3.15,1
2655,2655,2,7.0,0.8,1
2656,2656,2,10.0,2.4,1
2657,2657,1,4.5,0.5,1
2658,2658,2,12.5,3.27,1
2659,2659,1,5.5,0.7,1
2660,2660,2,13.5,3.57,1
2661,2661,1,14.0,2.1,1
2662,2662,2,5.5,0.85,5
2663,2663,2,7.0,1.22,1
2664,2664,2,4.5,0.87,1
2665,2665,2,5.0,0.65,2
2666,2666,2,5.5,0.9,1
2667,2667,1,11.0,3.1,2
2668,2668,2,10.0,2.07,1
2669,2669,2,10.5,2.22,1
2670,2670,2,4.5,0.61,1
2671,2671,2,4.5,0.78,1
2672,2672,2,6.0,1.0,1
2673,2673,2,8.5,2.21,1
2674,2674,2,11.0,2.35,5
2675,2675,2,15.5,4.16,1
2676,2676,1,15.5,4.2,1
2677,2677,2,20.0,5.9,1
2678,2678,2,9.0,2.0,1
2679,2679,2,11.5,3.43,1
2680,2680,2,8.0,1.6,2
2681,2681,2,76.5,2.05,1
2682,2682,2,21.5,5.55,1
2683,2683,2,17.5,3.76,1
2684,2684,2,15.0,3.32,1
2685,2685,2,5.0,0.92,2
2686,2686,2,10.5,1.9,1
2687,2687,1,4.5,0.6,1
2688,2688,1,7.0,0.9,1
2689,2689,2,15.0,3.45,1
2690,2690,2,13.0,2.94,1
2691,2691,2,15.0,3.43,1
2692,2692,2,6.0,1.21,1
2693,2693,2,7.0,1.01,1
2694,2694,2,9.0,1.69,1
2695,2695,2,12.0,3.2,1
2696,2696,2,11.5,2.32,1
2697,2697,2,17.0,5.66,1
2698,2698,2,31.5,10.88,1
2699,2699,2,14.5,4.3,1
2700,2700,2,4.5,0.63,1
2701,2701,1,9.5,1.9,1
2702,2702,2,4.0,0.47,1
2703,2703,2,14.5,3.47,1
2704,2704,2,15.0,4.14,1
2705,2705,2,8.0,1.06,1
2706,2706,2,7.0,1.16,3
2707,2707,2,3.0,0.27,1
2708,2708,2,12.5,2.6,1
2709,2709,1,23.5,6.5,1
2710,2710,1,9.0,1.9,3
2711,2711,2,5.5,0.74,3
2712,2712,1,8.5,1.6,1
2713,2713,2,30.0,0.06,1
2714,2714,2,13.0,3.6,1
2715,2715,1,5.5,0.7,1
2716,2716,2,9.5,2.7,1
2717,2717,2,5.5,0.86,1
2718,2718,2,9.5,1.56,1
2719,2719,2,8.5,1.64,3
2720,2720,1,8.5,2.0,1
2721,2721,1,9.5,1.4,2
2722,2722,2,2.5,0.0,1
2723,2723,2,5.5,0.43,1
2724,2724,1,8.0,1.6,1
2725,2725,2,26.5,8.65,5
2726,2726,2,8.0,1.38,1
2727,2727,2,11.5,2.52,1
2728,2728,2,15.0,3.25,1
2729,2729,2,17.0,4.77,1
2730,2730,1,507.0,83.1,1
2731,2731,2,11.0,2.5,1
2732,2732,1,10.5,3.0,2
2733,2733,2,17.5,4.83,5
2734,2734,2,26.0,8.77,1
2735,2735,2,7.5,1.1,1
2736,2736,2,7.0,1.18,1
2737,2737,2,6.5,1.06,1
2738,2738,1,7.5,1.0,1
2739,2739,2,7.0,1.2,1
2740,2740,2,6.0,1.4,1
2741,2741,2,9.0,1.81,1
2742,2742,2,10.5,2.64,1
2743,2743,2,5.0,0.89,1
2744,2744,2,10.0,2.16,3
2745,2745,2,19.5,5.15,1
2746,2746,2,28.0,8.88,1
2747,2747,1,7.5,1.3,1
2748,2748,2,6.0,1.2,1
2749,2749,2,65.5,24.16,1
2750,2750,2,8.0,1.21,1
2751,2751,2,6.0,1.11,5
2752,2752,1,11.0,3.0,1
2753,2753,2,14.5,2.74,1
2754,2754,2,33.0,9.57,2
2755,2755,2,11.0,2.66,1
2756,2756,2,13.5,3.96,2
2757,2757,2,4.5,0.52,1
2758,2758,2,7.5,1.09,1
2759,2759,2,10.0,2.39,5
2760,2760,2,23.5,7.49,1
2761,2761,1,21.0,6.3,1
2762,2762,1,11.0,2.5,2
2763,2763,2,6.5,1.24,3
2764,2764,1,8.0,1.7,1
2765,2765,1,4.0,0.6,1
2766,2766,1,8.0,1.3,1
2767,2767,2,8.0,1.44,1
2768,2768,1,7.5,1.4,1
2769,2769,2,34.5,12.3,1
2770,2770,2,5.0,0.78,1
2771,2771,2,11.5,2.72,1
2772,2772,2,5.5,0.92,1
2773,2773,1,19.5,6.4,1
2774,2774,2,10.5,2.64,1
2775,2775,1,12.0,2.2,3
2776,2776,2,9.0,1.71,1
2777,2777,2,5.5,1.13,1
2778,2778,1,0.0,1.5,1
2779,2779,2,6.0,1.08,1
2780,2780,2,5.5,1.07,1
2781,2781,2,34.5,8.19,5
2782,2782,2,9.0,2.39,1
2783,2783,2,10.0,2.17,1
2784,2784,2,20.0,3.82,1
2785,2785,2,28.5,8.42,1
2786,2786,2,11.5,3.08,1
2787,2787,2,7.5,1.41,1
2788,2788,2,5.0,1.14,1
2789,2789,2,9.5,2.18,1
2790,2790,1,6.0,1.0,1
2791,2791,2,4.0,0.32,5
2792,2792,2,4.0,0.49,1
2793,2793,2,4.5,0.74,1
2794,2794,2,5.0,0.69,1
2795,2795,2,6.5,0.79,5
2796,2796,2,5.0,0.72,1
2797,2797,2,4.5,0.68,1
2798,2798,1,8.0,1.8,2
2799,2799,2,15.0,3.52,1
2800,2800,2,8.5,1.81,1
2801,2801,2,17.5,2.68,1
2802,2802,1,8.5,1.5,1
2803,2803,2,4.0,0.4,6
2804,2804,2,6.5,1.2,1
2805,2805,1,4.0,0.5,2
2806,2806,2,11.5,2.39,1
2807,2807,2,6.5,0.63,6
2808,2808,2,10.5,2.29,1
2809,2809,2,11.0,2.6,1
2810,2810,2,11.5,2.69,1
2811,2811,1,6.0,1.0,2
2812,2812,2,7.0,1.42,1
2813,2813,2,7.5,1.5,1
2814,2814,2,21.5,5.94,1
2815,2815,1,6.5,0.9,1
2816,2816,2,8.0,1.76,1
2817,2817,2,41.5,12.87,1
2818,2818,2,11.5,2.51,1
2819,2819,2,12.0,2.9,5
2820,2820,2,11.0,2.77,1
2821,2821,2,4.0,0.71,1
2822,2822,2,16.0,3.1,1
2823,2823,1,16.0,4.3,1
2824,2824,1,12.5,2.9,1
2825,2825,2,5.5,0.84,1
2826,2826,2,25.5,7.09,1
2827,2827,2,6.5,1.04,5
2828,2828,2,7.5,1.3,2
2829,2829,1,20.0,5.4,1
2830,2830,1,5.0,1.0,1
2831,2831,2,15.5,3.0,1
2832,2832,2,4.0,0.47,1
2833,2833,2,7.5,0.97,1
2834,2834,1,5.0,0.6,1
2835,2835,2,22.0,4.78,1
2836,2836,1,4.5,0.6,1
2837,2837,2,12.5,3.34,1
2838,2838,1,16.5,3.9,1
2839,2839,2,7.0,1.3,1
2840,2840,2,33.5,10.29,1
2841,2841,2,7.5,1.58,1
2842,2842,2,7.5,1.45,1
2843,2843,2,8.0,1.54,4
2844,2844,1,4.0,0.5,1
2845,2845,1,16.0,2.6,1
2846,2846,2,3.5,0.42,1
2847,2847,2,6.0,0.56,1
2848,2848,2,10.0,2.07,2
2849,2849,2,7.5,1.68,1
2850,2850,2,6.0,1.26,2
2851,2851,2,20.5,6.96,6
2852,2852,2,11.5,2.93,1
2853,2853,2,10.5,1.88,1
2854,2854,1,8.0,1.3,1
2855,2855,2,6.5,1.34,2
2856,2856,2,5.0,0.74,1
2857,2857,2,3.0,0.25,1
2858,2858,1,6.5,1.2,1
2859,2859,2,13.0,3.54,1
2860,2860,2,12.5,3.21,1
2861,2861,1,5.0,0.6,1
2862,2862,2,8.0,1.23,1
2863,2863,2,14.0,2.7,1
2864,2864,2,8.0,1.59,2
2865,2865,2,3.5,0.41,1
2866,2866,2,4.0,0.39,1
2867,2867,2,5.0,1.02,1
2868,2868,2,53.0,0.0,1
2869,2869,2,21.0,6.35,2
2870,2870,2,6.5,1.2,3
2871,2871,2,35.0,11.22,1
2872,2872,1,20.5,5.7,2
2873,2873,1,14.5,4.6,3
2874,2874,1,5.0,0.6,1
2875,2875,2,11.0,3.01,1
2876,2876,1,6.5,1.1,1
2877,2877,2,20.5,5.82,1
2878,2878,2,5.5,0.64,2
2879,2879,2,16.5,3.59,1
2880,2880,1,7.5,1.8,1
2881,2881,2,7.5,1.53,1
2882,2882,2,7.5,1.62,1
2883,2883,2,17.0,4.16,1
2884,2884,2,2.5,0.0,1
2885,2885,2,5.5,1.01,1
2886,2886,1,11.5,1.3,1
2887,2887,2,28.0,7.89,1
2888,2888,2,7.5,1.14,1
2889,2889,2,10.5,2.25,1
2890,2890,2,21.5,5.66,1
2891,2891,2,4.0,0.46,1
2892,2892,2,11.0,2.63,1
2893,2893,1,12.5,3.1,1
2894,2894,2,12.5,2.84,1
2895,2895,2,33.0,9.55,1
2896,2896,2,12.5,1.95,1
2897,2897,2,13.5,2.64,1
2898,2898,2,5.0,0.64,1
2899,2899,2,11.5,2.81,1
2900,2900,2,13.0,2.65,1
2901,2901,1,4.5,0.7,1
2902,2902,1,8.5,1.4,1
2903,2903,1,33.0,9.7,1
2904,2904,2,6.5,1.61,1
2905,2905,2,4.5,0.73,2
2906,2906,1,0.0,0.0,1
2907,2907,2,18.5,5.65,1
2908,2908,1,7.0,0.8,1
2909,2909,2,6.5,1.27,1
2910,2910,1,24.0,5.1,1
2911,2911,2,9.5,1.55,1
2912,2912,2,4.5,0.69,1
2913,2913,2,7.0,1.4,1
2914,2914,2,4.0,0.6,2
2915,2915,2,7.0,1.49,1
2916,2916,2,5.5,0.86,1
2917,2917,2,6.0,0.93,2
2918,2918,2,6.5,0.93,1
2919,2919,2,9.5,2.27,1
2920,2920,2,7.0,1.21,1
2921,2921,2,6.5,1.48,1
2922,2922,2,22.5,7.43,1
2923,2923,2,6.0,1.4,1
2924,2924,2,6.0,1.28,5
2925,2925,1,4.0,0.7,1
2926,2926,2,4.0,0.61,1
2927,2927,1,13.0,3.4,4
2928,2928,1,21.0,5.0,1
2929,2929,1,10.5,2.2,3
2930,2930,2,10.0,2.28,1
2931,2931,2,6.5,1.15,2
2932,2932,2,19.5,2.49,1
2933,2933,2,8.5,1.06,1
2934,2934,2,4.5,0.67,1
2935,2935,2,5.0,0.66,1
2936,2936,2,14.0,3.53,2
2937,2937,2,18.5,4.51,1
2938,2938,2,19.0,4.57,2
2939,2939,2,14.0,3.33,1
2940,2940,2,13.5,3.74,1
2941,2941,2,4.5,0.64,1
2942,2942,2,7.5,1.67,1
2943,2943,2,11.0,2.58,1
2944,2944,2,8.5,1.95,1
2945,2945,2,13.0,2.73,3
2946,2946,1,2.5,0.0,1
2947,2947,2,7.0,1.29,1
2948,2948,2,8.5,0.88,1
2949,2949,2,11.5,2.88,1
2950,2950,1,12.0,3.1,1
2951,2951,1,69.5,26.5,1
2952,2952,2,11.5,2.81,1
2953,2953,2,6.5,1.3,1
2954,2954,1,7.0,1.7,1
2955,2955,2,17.0,3.56,1
2956,2956,2,8.0,1.62,1
2957,2957,2,7.5,1.69,1
2958,2958,2,10.0,1.46,1
2959,2959,1,4.5,0.5,2
2960,2960,2,23.0,6.4,1
2961,2961,2,8.0,1.07,1
2962,2962,2,9.5,2.01,1
2963,2963,2,15.0,3.83,1
2964,2964,2,12.0,3.6,1
2965,2965,2,27.5,9.18,1
2966,2966,2,6.5,1.28,1
2967,2967,2,5.5,0.9,1
2968,2968,2,6.0,1.22,1
2969,2969,2,15.0,3.42,1
2970,2970,2,17.5,4.54,1
2971,2971,1,23.5,5.8,1
2972,2972,2,12.0,2.27,1
2973,2973,2,5.0,0.75,1
2974,2974,2,13.5,2.33,1
2975,2975,2,7.0,1.2,1
2976,2976,2,5.0,0.6,1
2977,2977,2,15.5,3.54,1
2978,2978,2,4.5,0.77,1
2979,2979,2,5.5,0.84,1
2980,2980,2,9.0,0.0,1
2981,2981,2,7.0,1.33,1
2982,2982,1,9.0,1.7,1
2983,2983,1,4.0,0.5,1
2984,2984,2,5.5,0.56,1
2985,2985,2,9.0,1.61,6
2986,2986,2,29.5,7.25,5
2987,2987,2,7.0,0.06,1
2988,2988,2,11.5,3.51,1
2989,2989,2,10.0,0.57,1
2990,2990,2,10.5,1.84,1
2991,2991,2,6.5,1.18,1
2992,2992,2,6.5,1.32,1
2993,2993,2,24.5,3.78,1
2994,2994,2,10.0,0.0,1
2995,2995,2,6.0,0.91,1
2996,2996,2,11.5,1.97,1
2997,2997,2,13.5,3.04,1
2998,2998,2,6.0,1.05,1
2999,2999,2,7.5,1.39,1
3000,3000,2,18.0,5.22,1
3001,3001,1,12.0,2.0,1
3002,3002,2,10.0,2.02,1
3003,3003,2,27.5,7.29,1
3004,3004,1,12.0,3.3,1
3005,3005,2,10.5,2.16,1
3006,3006,2,17.0,3.65,1
3007,3007,2,3.0,0.02,1
3008,3008,2,14.0,3.28,1
3009,3009,2,13.5,3.69,1
3010,3010,2,5.5,0.98,1
3011,3011,2,9.0,1.3,1
3012,3012,1,6.5,1.5,1
3013,3013,2,15.0,3.43,1
3014,3014,1,11.5,1.4,1
3015,3015,2,10.5,1.84,1
3016,3016,1,29.0,10.0,1
3017,3017,2,6.0,0.84,2
3018,3018,2,5.0,1.06,1
3019,3019,2,10.0,0.96,1
3020,3020,2,7.5,1.33,1
3021,3021,2,7.0,1.29,1
3022,3022,2,14.0,3.5,1
3023,3023,2,5.0,0.73,1
3024,3024,2,7.0,1.42,1
3025,3025,2,6.5,1.2,2
3026,3026,2,13.5,3.59,1
3027,3027,2,7.0,1.02,1
3028,3028,2,8.0,2.04,2
3029,3029,2,19.0,6.01,1
3030,3030,2,24.0,7.44,1
3031,3031,1,0.0,0.3,2
3032,3032,1,9.0,1.7,2
3033,3033,1,9.0,1.8,1
3034,3034,2,41.0,14.91,1
3035,3035,2,5.0,0.81,1
3036,3036,1,39.0,12.6,2
3037,3037,2,3.5,0.39,2
3038,3038,1,8.0,1.4,1
3039,3039,2,15.0,4.41,1
3040,3040,2,8.5,1.89,1
3041,3041,1,6.0,1.0,1
3042,3042,2,8.5,1.86,1
3043,3043,2,2.5,0.0,1
3044,3044,2,16.0,3.85,1
3045,3045,2,10.5,2.14,3
3046,3046,2,4.5,0.75,1
3047,3047,2,19.5,6.71,2
3048,3048,1,6.5,1.1,1
3049,3049,2,10.0,2.66,1
3050,3050,2,29.0,10.16,1
3051,3051,2,17.0,5.36,1
3052,3052,1,18.5,5.0,1
3053,3053,2,13.0,3.5,1
3054,3054,2,5.0,0.83,1
3055,3055,2,8.0,1.6,5
3056,3056,2,9.0,1.71,1
3057,3057,2,8.0,1.51,1
3058,3058,2,10.5,2.37,1
3059,3059,1,7.0,1.5,1
3060,3060,1,8.5,1.7,1
3061,3061,1,12.5,3.0,1
3062,3062,2,4.0,0.08,1
3063,3063,1,8.0,1.7,2
3064,3064,2,4.0,0.43,1
3065,3065,2,11.0,2.75,1
3066,3066,2,4.5,0.61,1
3067,3067,2,13.5,2.74,1
3068,3068,2,25.0,5.21,1
3069,3069,1,11.5,2.5,1
3070,3070,2,11.0,2.26,1
3071,3071,1,12.5,2.9,1
3072,3072,2,22.0,7.01,1
3073,3073,2,5.5,1.13,2
3074,3074,1,17.0,4.4,1
3075,3075,2,4.0,0.55,1
3076,3076,2,5.5,0.87,1
3077,3077,2,6.5,1.33,1
3078,3078,1,10.5,3.2,1
3079,3079,2,5.5,0.91,1
3080,3080,2,18.0,4.37,1
3081,3081,2,15.0,4.2,1
